;Unnamed: 0;Tweet;Emosi;step01;tokens;tokens_perbaikan;final_tokens;step02;ProcessedText
178;178.0;"DPC Demokrat Maluku Tengah bagikan masker di Pasar Binaya Kota Masohi dan di depan Mini Market Hoky, Namaelo.""Ini lanjutan dari kegiatan sebelumnya, agar kader turun langsung ke masyarakat, ujar Ketua DPC Samuel Thiemailattu.";1.0;dpc demokrat maluku tengah bagikan masker di pasar binaya kota masohi dan di depan mini market hoky namaelo ini lanjutan dari kegiatan sebelumnya agar kader turun langsung ke masyarakat ujar ketua dpc samuel thiemailattu;['dpc', 'demokrat', 'maluku', 'tengah', 'bagikan', 'masker', 'di', 'pasar', 'binaya', 'kota', 'masohi', 'dan', 'di', 'depan', 'mini', 'market', 'hoky', 'namaelo', 'ini', 'lanjutan', 'dari', 'kegiatan', 'sebelumnya', 'agar', 'kader', 'turun', 'langsung', 'ke', 'masyarakat', 'ujar', 'ketua', 'dpc', 'samuel', 'thiemailattu'];['dpc', 'demokrat', 'maluku', 'tengah', 'bagikan', 'masker', 'di', 'pasar', 'binaya', 'kota', 'masohi', 'dan', 'di', 'depan', 'mini', 'market', 'hoky', 'namaelo', 'ini', 'lanjutan', 'dari', 'kegiatan', 'sebelumnya', 'agar', 'kader', 'turun', 'langsung', 'ke', 'masyarakat', 'ujar', 'ketua', 'dpc', 'samuel', 'thiemailattu'];['dpc', 'demokrat', 'maluku', 'tengah', 'bagikan', 'masker', 'di', 'pasar', 'binaya', 'kota', 'masohi', 'dan', 'di', 'depan', 'mini', 'market', 'hoky', 'namaelo', 'ini', 'lanjutan', 'dari', 'kegiatan', 'sebelumnya', 'agar', 'kader', 'turun', 'langsung', 'ke', 'masyarakat', 'ujar', 'ketua', 'dpc', 'samuel', 'thiemailattu'];dpc demokrat maluku tengah bagikan masker di pasar binaya kota masohi dan di depan mini market hoky namaelo ini lanjutan dari kegiatan sebelumnya agar kader turun langsung ke masyarakat ujar ketua dpc samuel thiemailattu;dpc demokrat malu tengah bagi masker pasar baya kota masohi di depan mini market hoky namaelo lanjut giat belum kader turun langsung masyarakat ujar ketua dpc samuel thiemailattu
179;179.0;KITA PUTUS DULU YA untuk memutuskan mata rantai COVID-19 tak cukup dgn jaga jarak saja, gunakan MASKER jika keluar rumah lindungi dirimu, karena mungkin saja seseorang disekitar kita terjangkit COVID-19;1.0;kita putus dulu ya untuk memutuskan mata rantai covid number tak cukup dgn jaga jarak saja gunakan masker jika keluar rumah lindungi dirimu karena mungkin saja seseorang disekitar kita terjangkit covid number;['kita', 'putus', 'dulu', 'ya', 'untuk', 'memutuskan', 'mata', 'rantai', 'covid', 'number', 'tak', 'cukup', 'dgn', 'jaga', 'jarak', 'saja', 'gunakan', 'masker', 'jika', 'keluar', 'rumah', 'lindungi', 'dirimu', 'karena', 'mungkin', 'saja', 'seseorang', 'disekitar', 'kita', 'terjangkit', 'covid', 'number'];['kita', 'putus', 'dulu', 'iya', 'untuk', 'memutuskan', 'mata', 'rantai', 'covid', 'number', 'tak', 'cukup', 'dengan', 'jaga', 'jarak', 'saja', 'gunakan', 'masker', 'jika', 'keluar', 'rumah', 'lindungi', 'dirimu', 'karena', 'mungkin', 'saja', 'seseorang', 'disekitar', 'kita', 'terjangkit', 'covid', 'number'];['kita', 'putus', 'dulu', 'iya', 'untuk', 'memutuskan', 'mata', 'rantai', 'covid', 'number', 'tak', 'cukup', 'dengan', 'jaga', 'jarak', 'saja', 'gunakan', 'masker', 'jika', 'keluar', 'rumah', 'lindungi', 'dirimu', 'karena', 'mungkin', 'saja', 'seseorang', 'disekitar', 'kita', 'terjangkit', 'covid', 'number'];kita putus dulu iya untuk memutuskan mata rantai covid number tak cukup dengan jaga jarak saja gunakan masker jika keluar rumah lindungi dirimu karena mungkin saja seseorang disekitar kita terjangkit covid number;putus dulu iya putus mata rantai covid number tak cukup jaga jarak guna masker keluar rumah lindung diri mungkin orang sekitar jangkit covid number
180;180.0;Dengan diterapkannya PSBB (Pembatasan Sosial Berskala Besar) dibebarapa daerah, mari refleksikan pengorbanan-Nya dari rumah masing-masing. Dan kita semua berharap mukjizat segera turun menghalau COVID-19. Have a blessing;-1.0;dengan diterapkannya psbb pembatasan sosial berskala besar dibebarapa daerah mari refleksikan pengorbanan nya dari rumah masing masing dan kita semua berharap mukjizat segera turun menghalau covid number have blessing;['dengan', 'diterapkannya', 'psbb', 'pembatasan', 'sosial', 'berskala', 'besar', 'dibebarapa', 'daerah', 'mari', 'refleksikan', 'pengorbanan', 'nya', 'dari', 'rumah', 'masing', 'masing', 'dan', 'kita', 'semua', 'berharap', 'mukjizat', 'segera', 'turun', 'menghalau', 'covid', 'number', 'have', 'blessing'];['dengan', 'diterapkannya', 'psbb', 'pembatasan', 'sosial', 'berskala', 'besar', 'dibebarapa', 'daerah', 'mari', 'refleksikan', 'pengorbanan', 'nya', 'dari', 'rumah', 'masing', 'masing', 'dan', 'kita', 'semua', 'berharap', 'mukjizat', 'segera', 'turun', 'menghalau', 'covid', 'number', 'have', 'blessing'];['dengan', 'diterapkannya', 'psbb', 'pembatasan', 'sosial', 'berskala', 'besar', 'dibebarapa', 'daerah', 'mari', 'refleksikan', 'pengorbanan', 'nya', 'dari', 'rumah', 'masing', 'masing', 'dan', 'kita', 'semua', 'berharap', 'mukjizat', 'segera', 'turun', 'menghalau', 'covid', 'number', 'have', 'blessing'];dengan diterapkannya psbb pembatasan sosial berskala besar dibebarapa daerah mari refleksikan pengorbanan nya dari rumah masing masing dan kita semua berharap mukjizat segera turun menghalau covid number have blessing;terap psbb batas sosial skala besar dibebarapa daerah refleksi korban dari rumah masing masing kita semua harap mukjizat segera turun halau covid number have blessing
181;181.0;gila serem bgt tante gue abis ngeoprasi org sesaran taunya doi positif covid;-1.0;gila serem bgt tante gue abis ngeoprasi org sesaran taunya doi positif covid;['gila', 'serem', 'bgt', 'tante', 'gue', 'abis', 'ngeoprasi', 'org', 'sesaran', 'taunya', 'doi', 'positif', 'covid'];['gila', 'serem', 'banget', 'tante', 'saya', 'setelah', 'ngeoprasi', 'orang', 'sesaran', 'taunya', 'doi', 'positif', 'covid'];['gila', 'serem', 'banget', 'tante', 'saya', 'setelah', 'ngeoprasi', 'orang', 'sesaran', 'taunya', 'doi', 'positif', 'covid'];gila serem banget tante saya setelah ngeoprasi orang sesaran taunya doi positif covid;gila rem banget tante telah ngeoprasi orang sesar tau doi positif covid
182;182.0;BERSAMA LAWAN COVID-19 polisi_palembang anom_setyadji andes9899 irwan_to.sik05;1.0;bersama lawan covid number polisi_palembang anom_setyadji andes9899 irwan_to sik05;['bersama', 'lawan', 'covid', 'number', 'polisi_palembang', 'anom_setyadji', 'andes9899', 'irwan_to', 'sik05'];['bersama', 'lawan', 'covid', 'number', 'polisi_palembang', 'anom_setyadji', 'andes9899', 'irwan_to', 'sik05'];['bersama', 'lawan', 'covid', 'number', 'polisi_palembang', 'anom_setyadji', 'andes9899', 'irwan_to', 'sik05'];bersama lawan covid number polisi_palembang anom_setyadji andes9899 irwan_to sik05;sama lawan covid number polisi palembang anom setyadji andes9899 irwan to sik05
183;183.0;Stay safe demi mencergah penyebaran peluasan wabah covid 19 bareng smartfren ;2.0;stay safe demi mencergah penyebaran peluasan wabah covid number bareng smartfren;['stay', 'safe', 'demi', 'mencergah', 'penyebaran', 'peluasan', 'wabah', 'covid', 'number', 'bareng', 'smartfren'];['stay', 'safe', 'demi', 'mencergah', 'penyebaran', 'peluasan', 'wabah', 'covid', 'number', 'bareng', 'smartfren'];['stay', 'safe', 'demi', 'mencergah', 'penyebaran', 'peluasan', 'wabah', 'covid', 'number', 'bareng', 'smartfren'];stay safe demi mencergah penyebaran peluasan wabah covid number bareng smartfren;stay safe mencergah sebar luas wabah covid number bareng smartfren
184;184.0;Yuk, setelah covid berakhir. Tapi pengen bgt ke argopuro gas;2.0;yuk setelah covid berakhir tapi pengen bgt ke argopuro gas;['yuk', 'setelah', 'covid', 'berakhir', 'tapi', 'pengen', 'bgt', 'ke', 'argopuro', 'gas'];['ayo', 'setelah', 'covid', 'berakhir', 'tapi', 'ingin', 'banget', 'ke', 'argopuro', 'gas'];['ayo', 'setelah', 'covid', 'berakhir', 'tapi', 'ingin', 'banget', 'ke', 'argopuro', 'gas'];ayo setelah covid berakhir tapi ingin banget ke argopuro gas;ayo covid akhir ingin banget argopuro gas
185;185.0;Kenapa harus banget ngikutin berita covid ? Karna di ruang isolasi itu ga enak banget Astagfirullah cukup sekali dan semoga virus ini segera lenyap dari bumi;1.0;kenapa harus banget ngikutin berita covid karna di ruang isolasi itu ga enak banget astagfirullah cukup sekali dan semoga virus ini segera lenyap dari bumi;['kenapa', 'harus', 'banget', 'ngikutin', 'berita', 'covid', 'karna', 'di', 'ruang', 'isolasi', 'itu', 'ga', 'enak', 'banget', 'astagfirullah', 'cukup', 'sekali', 'dan', 'semoga', 'virus', 'ini', 'segera', 'lenyap', 'dari', 'bumi'];['kenapa', 'harus', 'banget', 'ngikutin', 'berita', 'covid', 'karena', 'di', 'ruang', 'isolasi', 'itu', 'tidak', 'enak', 'banget', 'astagfirullah', 'cukup', 'sekali', 'dan', 'semoga', 'virus', 'ini', 'segera', 'lenyap', 'dari', 'bumi'];['kenapa', 'harus', 'banget', 'ngikutin', 'berita', 'covid', 'karena', 'di', 'ruang', 'isolasi', 'itu', 'tidak', 'enak', 'banget', 'astagfirullah', 'cukup', 'sekali', 'dan', 'semoga', 'virus', 'ini', 'segera', 'lenyap', 'dari', 'bumi'];kenapa harus banget ngikutin berita covid karena di ruang isolasi itu tidak enak banget astagfirullah cukup sekali dan semoga virus ini segera lenyap dari bumi;harus banget ngikutin berita covid di ruang isolasi tidak enak banget astagfirullah cukup sekali moga virus segera lenyap bumi
186;186.0;Punten ini rapid test covid kah mas nya?;1.0;punten ini rapid test covid kah mas nya;['punten', 'ini', 'rapid', 'test', 'covid', 'kah', 'mas', 'nya'];['permisi', 'ini', 'rapid', 'test', 'covid', 'kah', 'mas', 'nya'];['permisi', 'ini', 'rapid', 'test', 'covid', 'kah', 'mas', 'nya'];permisi ini rapid test covid kah mas nya;permisi rapid test covid mas
187;187.0;Bali terkini (April 2020), efek global Covid-19.Simak selengkapnya pada video saya,Link youtube:;-1.0;bali terkini date efek global covid number simak selengkapnya pada video saya link youtube;['bali', 'terkini', 'date', 'efek', 'global', 'covid', 'number', 'simak', 'selengkapnya', 'pada', 'video', 'saya', 'link', 'youtube'];['bali', 'terkini', 'date', 'efek', 'global', 'covid', 'number', 'simak', 'selengkapnya', 'pada', 'video', 'saya', 'link', 'youtube'];['bali', 'terkini', 'date', 'efek', 'global', 'covid', 'number', 'simak', 'selengkapnya', 'pada', 'video', 'saya', 'link', 'youtube'];bali terkini date efek global covid number simak selengkapnya pada video saya link youtube;bal kini date efek global covid number simak lengkap video link youtube
188;188.0;Satu hari dia (Covid-19),akan pulang ke tempat asalnya... Tapi smp waktu itu kita harus terus bersabar dan berdoa moga semuanya dipermudahkan - Ustaz Fawwaz ;-1.0;satu hari dia covid number akan pulang ke tempat asalnya tapi smp waktu itu kita harus terus bersabar dan berdoa moga semuanya dipermudahkan ustaz fawwaz;['satu', 'hari', 'dia', 'covid', 'number', 'akan', 'pulang', 'ke', 'tempat', 'asalnya', 'tapi', 'smp', 'waktu', 'itu', 'kita', 'harus', 'terus', 'bersabar', 'dan', 'berdoa', 'moga', 'semuanya', 'dipermudahkan', 'ustaz', 'fawwaz'];['satu', 'hari', 'dia', 'covid', 'number', 'akan', 'pulang', 'ke', 'tempat', 'asalnya', 'tapi', 'smp', 'waktu', 'itu', 'kita', 'harus', 'terus', 'bersabar', 'dan', 'berdoa', 'semoga', 'semuanya', 'dipermudahkan', 'ustaz', 'fawwaz'];['satu', 'hari', 'dia', 'covid', 'number', 'akan', 'pulang', 'ke', 'tempat', 'asalnya', 'tapi', 'smp', 'waktu', 'itu', 'kita', 'harus', 'terus', 'bersabar', 'dan', 'berdoa', 'semoga', 'semuanya', 'dipermudahkan', 'ustaz', 'fawwaz'];satu hari dia covid number akan pulang ke tempat asalnya tapi smp waktu itu kita harus terus bersabar dan berdoa semoga semuanya dipermudahkan ustaz fawwaz;satu hari covid number pulang tempat asal smp waktu kita terus sabar doa moga semua mudah ustaz fawwaz
189;189.0;Mau gimana lagi? Kalo sampe dia bilang masuk tuh covid. Minta bantuin siapa? Dia kan memusuhi seluruh dunia. Bener gak si?;-2.0;mau gimana lagi kalo sampe dia bilang masuk tuh covid minta bantuin siapa dia kan memusuhi seluruh dunia bener gak si;['mau', 'gimana', 'lagi', 'kalo', 'sampe', 'dia', 'bilang', 'masuk', 'tuh', 'covid', 'minta', 'bantuin', 'siapa', 'dia', 'kan', 'memusuhi', 'seluruh', 'dunia', 'bener', 'gak', 'si'];['mau', 'bagaimana', 'lagi', 'kalau', 'sampai', 'dia', 'bilang', 'masuk', 'itu', 'covid', 'minta', 'bantuin', 'siapa', 'dia', 'kan', 'memusuhi', 'seluruh', 'dunia', 'benar', 'tidak', 'sih'];['mau', 'bagaimana', 'lagi', 'kalau', 'sampai', 'dia', 'bilang', 'masuk', 'itu', 'covid', 'minta', 'bantuin', 'siapa', 'dia', 'kan', 'memusuhi', 'seluruh', 'dunia', 'benar', 'tidak', 'sih'];mau bagaimana lagi kalau sampai dia bilang masuk itu covid minta bantuin siapa dia kan memusuhi seluruh dunia benar tidak sih;mau bagaimana kalau bilang masuk covid minta bantuin siapa dia kan musuh seluruh dunia benar sih
190;190.0;Hahaha... Org2 yg tak waras.. Disaat2 sperti inicoba jgn gunakan politik... jgn grogoti dulu pemerintah... marilah kita sama2 tumbangkan covid 19 dulu... stelah 2024 nanti baru kita tumbangkan presiden.. Bukan begitu kan bang.... memangbetul2 ssh org yg ambisi kuasa..sabarlah...;-2.0;hahaha org2 yg tak waras disaat2 sperti inicoba jgn gunakan politik jgn grogoti dulu pemerintah marilah kita sama2 tumbangkan covid number dulu stelah number nanti baru kita tumbangkan presiden bukan begitu kan bang memangbetul2 ssh org yg ambisi kuasa sabarlah;['hahaha', 'org2', 'yg', 'tak', 'waras', 'disaat2', 'sperti', 'inicoba', 'jgn', 'gunakan', 'politik', 'jgn', 'grogoti', 'dulu', 'pemerintah', 'marilah', 'kita', 'sama2', 'tumbangkan', 'covid', 'number', 'dulu', 'stelah', 'number', 'nanti', 'baru', 'kita', 'tumbangkan', 'presiden', 'bukan', 'begitu', 'kan', 'bang', 'memangbetul2', 'ssh', 'org', 'yg', 'ambisi', 'kuasa', 'sabarlah'];['hahaha', 'org2', 'yang', 'tak', 'waras', 'disaat2', 'sperti', 'inicoba', 'jangan', 'gunakan', 'politik', 'jangan', 'grogoti', 'dulu', 'pemerintah', 'marilah', 'kita', 'sama2', 'tumbangkan', 'covid', 'number', 'dulu', 'setelah', 'number', 'nanti', 'baru', 'kita', 'tumbangkan', 'presiden', 'bukan', 'begitu', 'kan', 'bang', 'memangbetul2', 'ssh', 'orang', 'yang', 'ambisi', 'kuasa', 'sabarlah'];['hahaha', 'org2', 'yang', 'tak', 'waras', 'disaat2', 'sperti', 'inicoba', 'jangan', 'gunakan', 'politik', 'jangan', 'grogoti', 'dulu', 'pemerintah', 'marilah', 'kita', 'sama2', 'tumbangkan', 'covid', 'number', 'dulu', 'setelah', 'number', 'nanti', 'baru', 'kita', 'tumbangkan', 'presiden', 'bukan', 'begitu', 'kan', 'bang', 'memangbetul2', 'ssh', 'orang', 'yang', 'ambisi', 'kuasa', 'sabarlah'];hahaha org2 yang tak waras disaat2 sperti inicoba jangan gunakan politik jangan grogoti dulu pemerintah marilah kita sama2 tumbangkan covid number dulu setelah number nanti baru kita tumbangkan presiden bukan begitu kan bang memangbetul2 ssh orang yang ambisi kuasa sabarlah;hahaha org2 tak waras disaat2 sperti inicoba jangan guna politik jangan grogoti dulu perintah mari sama2 tumbang covid number dulu number baru tumbang presiden bukan kan bang memangbetul2 ssh orang ambisi kuasa sabar
191;191.0;KBRI Phnom Penh Peduli WNI dan Pencegahan COVID-19;1.0;kbri phnom penh peduli wni dan pencegahan covid number;['kbri', 'phnom', 'penh', 'peduli', 'wni', 'dan', 'pencegahan', 'covid', 'number'];['kbri', 'phnom', 'penh', 'peduli', 'wni', 'dan', 'pencegahan', 'covid', 'number'];['kbri', 'phnom', 'penh', 'peduli', 'wni', 'dan', 'pencegahan', 'covid', 'number'];kbri phnom penh peduli wni dan pencegahan covid number;kbri phnom penh peduli wni cegah covid number
192;192.0;Virus Covid menyerang paru-paru, tapi Virus Cinta awak menyerang hati saya. Hehe;1.0;virus covid menyerang paru paru tapi virus cinta awak menyerang hati saya hehe;['virus', 'covid', 'menyerang', 'paru', 'paru', 'tapi', 'virus', 'cinta', 'awak', 'menyerang', 'hati', 'saya', 'hehe'];['virus', 'covid', 'menyerang', 'paru', 'paru', 'tapi', 'virus', 'cinta', 'saya', 'menyerang', 'hati', 'saya', 'hehe'];['virus', 'covid', 'menyerang', 'paru', 'paru', 'tapi', 'virus', 'cinta', 'saya', 'menyerang', 'hati', 'saya', 'hehe'];virus covid menyerang paru paru tapi virus cinta saya menyerang hati saya hehe;virus covid serang paru paru virus cinta serang hati hehe
193;193.0;Hasil Rapid Test Covid 19, semua Ulama di Tasimalaya, Jabar Negatif Virus Corona.Alhamdulillah, semoga Allah senantiasa selalu menjaga semua Ulama, Kiyai, Ustadz, Ustadzah, Da'i, Pengurus Masjid di seluruh Indonesia. Aamiin...;2.0;hasil rapid test covid number semua ulama di tasimalaya jabar negatif virus corona alhamdulillah semoga allah senantiasa selalu menjaga semua ulama kiyai ustadz ustadzah da pengurus masjid di seluruh indonesia aamiin;['hasil', 'rapid', 'test', 'covid', 'number', 'semua', 'ulama', 'di', 'tasimalaya', 'jabar', 'negatif', 'virus', 'corona', 'alhamdulillah', 'semoga', 'allah', 'senantiasa', 'selalu', 'menjaga', 'semua', 'ulama', 'kiyai', 'ustadz', 'ustadzah', 'da', 'pengurus', 'masjid', 'di', 'seluruh', 'indonesia', 'aamiin'];['hasil', 'rapid', 'test', 'covid', 'number', 'semua', 'ulama', 'di', 'tasimalaya', 'jabar', 'negatif', 'virus', 'corona', 'syukur', 'semoga', 'allah', 'senantiasa', 'selalu', 'menjaga', 'semua', 'ulama', 'kiyai', 'ustadz', 'ustadzah', 'da', 'pengurus', 'masjid', 'di', 'seluruh', 'indonesia', 'semoga'];['hasil', 'rapid', 'test', 'covid', 'number', 'semua', 'ulama', 'di', 'tasimalaya', 'jabar', 'negatif', 'virus', 'corona', 'syukur', 'semoga', 'allah', 'senantiasa', 'selalu', 'menjaga', 'semua', 'ulama', 'kiyai', 'ustadz', 'ustadzah', 'da', 'pengurus', 'masjid', 'di', 'seluruh', 'indonesia', 'semoga'];hasil rapid test covid number semua ulama di tasimalaya jabar negatif virus corona syukur semoga allah senantiasa selalu menjaga semua ulama kiyai ustadz ustadzah da pengurus masjid di seluruh indonesia semoga;hasil rapid test covid number semua ulama tasimalaya jabar negatif virus corona syukur moga allah senantiasa selalu jaga semua ulama kiyai ustadz ustadzah da urus masjid seluruh indonesia moga
194;194.0;HMS Itenas Bandung melalui Satgas Covid-19 Yayasan Wanadri bekerjasama dan bersatu melawan Covid-19 dengan upaya penggalangan dana yang akan digunakan untuk membeli sejumlah alat perlengkapan medis di sejumlah Rumah Sakit di Jawa Barat.;2.0;hms itenas bandung melalui satgas covid number yayasan wanadri bekerjasama dan bersatu melawan covid number dengan upaya penggalangan dana yang akan digunakan untuk membeli sejumlah alat perlengkapan medis di sejumlah rumah sakit di jawa barat;['hms', 'itenas', 'bandung', 'melalui', 'satgas', 'covid', 'number', 'yayasan', 'wanadri', 'bekerjasama', 'dan', 'bersatu', 'melawan', 'covid', 'number', 'dengan', 'upaya', 'penggalangan', 'dana', 'yang', 'akan', 'digunakan', 'untuk', 'membeli', 'sejumlah', 'alat', 'perlengkapan', 'medis', 'di', 'sejumlah', 'rumah', 'sakit', 'di', 'jawa', 'barat'];['hms', 'itenas', 'bandung', 'melalui', 'satgas', 'covid', 'number', 'yayasan', 'wanadri', 'bekerjasama', 'dan', 'bersatu', 'melawan', 'covid', 'number', 'dengan', 'upaya', 'penggalangan', 'dana', 'yang', 'akan', 'digunakan', 'untuk', 'membeli', 'sejumlah', 'alat', 'perlengkapan', 'medis', 'di', 'sejumlah', 'rumah', 'sakit', 'di', 'jawa', 'barat'];['hms', 'itenas', 'bandung', 'melalui', 'satgas', 'covid', 'number', 'yayasan', 'wanadri', 'bekerjasama', 'dan', 'bersatu', 'melawan', 'covid', 'number', 'dengan', 'upaya', 'penggalangan', 'dana', 'yang', 'akan', 'digunakan', 'untuk', 'membeli', 'sejumlah', 'alat', 'perlengkapan', 'medis', 'di', 'sejumlah', 'rumah', 'sakit', 'di', 'jawa', 'barat'];hms itenas bandung melalui satgas covid number yayasan wanadri bekerjasama dan bersatu melawan covid number dengan upaya penggalangan dana yang akan digunakan untuk membeli sejumlah alat perlengkapan medis di sejumlah rumah sakit di jawa barat;hms itenas bandung lalu satgas covid number yayasan wanadri bekerjasama satu lawan covid number upaya galang dana akan guna beli jumlah alat lengkap medis jumlah rumah sakit jawa barat
