,Tweet,Sentimen,Emosi
883,"Imbas Pandemi Covid-19, Renault Liburkan Karyawan Tim hingga Akhir Mei",0.0,-1
884,Malam Ini NU dan Muhammadiyah Inggris Kaji Voluntarisme Covid-19,1.0,1
885,"Corona Makin Merajalela, Motivator Tung Desem Waringin Positif Terinfeksi Covid-19 lewat",0.0,-2
886,Benar la yb. Elok tak kena darah tinggi dari kena covid,0.0,-2
887,"Covid aja yg ilang,kamu jangan:'')",0.0,1
888,covid-19 menyusahkan semuanya.,-1.0,-2
889,"Penerima harus beragama Islam. Lembaga bantuan berbasis agama memangnya tidak mau atau tidak boleh membantu orang susah yang beragama lain, sih? Syarat Penerima Bantuan Covid-19 di Bangka Belitung Harus Beragama Islam",-1.0,-2
890,ayo kita bersama sama cegah penyebaran covid-19!!,1.0,2
891,"Lg covid 19 gini hidup semua susah, mau mkn susah cari nafkah juga susah, pgn nangis teriak tp ya prcuma mesti sabar dan kuat, ada Tuhan bersamaku..",1.0,-1
892,"yarabbi, banyak banget ya berita perawat atau pasien yg postif COVID-19 ditolak jenazahnya waktu mau dimakamkan. gila jahat bgt ya manusia",-1.0,-1
893,kita sebagai rakyat yang prihatin dan mahukan yang terbaik untuk negara akan ikut pkp utk banteras wabak covid-19!,1.0,-1
894,"apa ini bisa diartikan untuk sembuh dari infeksi covid kita bisa makan tanah,dok ",-1.0,1
895,"Pobia COVID-19 mengalahkan pobia ""MANTAN"" para manteman yg gagal move on",0.0,-1
896,"Kalo kata temen gue, masa covid gini semua anak Indigo jadi Indihome.",-1.0,1
897,Anggota Komisi II Minta Kepala Daerah Ambil Langkah Strategis Tangani Corona Covid-19,1.0,2
898,Lama sangat cuti covid ni. Baik raya terus,0.0,-2
899,"Seluruh negara di dunia mengalami masa sulit karena covid-19..Rakyat Indonesia bersatu, bahu membahu mendukung dan mendoakan Pemerintah agar Nusantara dapat melewati masa2 sulit ini. Bukankah Agama itu untuk membawa kita kepada kebaikan..Sadarlah kawan..",1.0,-2
900,"Setelah covid dan skripsi disaster selesai, mau bgt bljr masak2 lagi. Terutama bikin kueh",1.0,2
901,"Malam ini!! Projek ""BENDA BOLEH BINCANG"" 9 malam di FB Persatuan Belia Harmoni Malaysia ""COVID-19: IMPAK TERHADAP NEGARA, EKONOMI DAN MAHASISWA""Jangan lepaskan peluang ni. AKHLAK | KHIDMAT | UKHUWAH",0.0,1
902,Pontang - panting di koyak covid 19,-1.0,-2
903,Masalahnya sekarang isu jangkitan covid. Alaaaa bosan laaa jangan laaa sebab barber geng2 nak buat duit nak menyusahkan. Dah dah laa tu . Cukup laaa nama seorang Doctor tapi tak leh pikiaq,-1.0,-2
